Ensembl_ID	7d31ccae-fd6c-41b6-bdfb-2a42fd68b4c9
ENSG00000202290.1	0.0
ENSG00000254578.1	0.0
ENSG00000240710.1	16.054077686910546
ENSG00000248778.1	0.0
ENSG00000250210.4	0.0
ENSG00000225215.1	9.237933472665697
ENSG00000257246.1	0.0
ENSG00000245017.2	12.712183444405063
ENSG00000281091.1	0.0
ENSG00000250885.1	0.0
ENSG00000273797.1	0.0
ENSG00000089116.3	0.0
ENSG00000036448.8	12.153739080649547
ENSG00000234055.1	0.0
ENSG00000267552.5	0.0
ENSG00000224695.1	0.0
ENSG00000106038.11	9.323409827352506
ENSG00000255189.1	12.604862762004423
ENSG00000164114.17	16.39823981967021
ENSG00000238698.1	0.0
ENSG00000199836.1	0.0
ENSG00000149089.11	16.445011680142546
ENSG00000251710.1	0.0
ENSG00000224570.1	0.0
ENSG00000179632.8	19.869583413355222
ENSG00000271677.1	0.0
ENSG00000114861.17	17.718424552160574
ENSG00000205030.1	0.0
ENSG00000138193.13	13.29218780109833
ENSG00000243073.3	0.0
ENSG00000152942.17	16.882802285954842
ENSG00000240809.1	12.98510611425152
ENSG00000280004.1	0.0
ENSG00000224560.3	0.0
ENSG00000227233.1	0.0
ENSG00000118363.10	19.1190802276632
ENSG00000258116.1	0.0
ENSG00000273311.1	14.443580137169283
ENSG00000136169.15	15.353289322431419
ENSG00000279700.1	0.0
ENSG00000121644.17	18.83867373733763
ENSG00000135903.17	0.0
ENSG00000138495.5	19.022620651664045
ENSG00000204528.3	0.0
ENSG00000169992.8	17.83967973928358
ENSG00000239344.1	10.899364061443599
ENSG00000253309.5	0.0
ENSG00000101323.4	0.0
ENSG00000272456.1	0.0
ENSG00000251538.4	9.819064770191776
ENSG00000263711.4	0.0
ENSG00000262662.1	0.0
ENSG00000127564.15	15.542288592932405
ENSG00000219395.2	14.221437886386754
ENSG00000255349.1	0.0
ENSG00000254843.1	0.0
ENSG00000277998.1	13.152968091154687
ENSG00000275248.1	0.0
ENSG00000226086.5	12.086695665405093
ENSG00000235023.1	0.0
ENSG00000176973.7	18.403226000127017
ENSG00000255521.1	0.0
ENSG00000211682.2	0.0
ENSG00000231630.1	0.0
ENSG00000249514.1	11.135189054526084
ENSG00000272374.1	0.0
ENSG00000159479.15	17.771071304817724
ENSG00000112511.16	17.881999703615417
ENSG00000196381.9	13.484959389873634
ENSG00000211950.2	15.08640541800859
ENSG00000202534.1	0.0
ENSG00000231062.1	0.0
ENSG00000154511.10	17.237286129346437
ENSG00000253946.1	0.0
ENSG00000144504.14	14.54974726751902
ENSG00000142507.8	20.924149399523458
ENSG00000259677.1	0.0
ENSG00000164116.15	16.64233972947199
ENSG00000273305.1	0.0
ENSG00000138669.8	13.618597691377769
ENSG00000250927.1	12.113855230615902
ENSG00000174013.7	16.455151160530228
ENSG00000235110.5	0.0
ENSG00000277670.1	0.0
ENSG00000227863.2	0.0
ENSG00000196704.10	19.394787581500946
ENSG00000251332.1	9.977187271236124
ENSG00000259235.1	0.0
ENSG00000258507.1	0.0
ENSG00000178821.11	10.395028841175558
ENSG00000244019.1	10.683436397253868
ENSG00000222054.1	0.0
ENSG00000106069.19	12.950335959649815
ENSG00000243911.3	0.0
ENSG00000232301.1	12.20742119354497
ENSG00000267871.4	11.920325699436557
ENSG00000227851.1	0.0
ENSG00000225715.1	9.845373219924651
ENSG00000271934.1	0.0
ENSG00000271919.1	10.329610920488381
ENSG00000176928.5	15.008162756120733
ENSG00000233714.1	0.0
ENSG00000129455.14	0.0
ENSG00000253049.1	0.0
ENSG00000240250.3	0.0
ENSG00000277889.1	0.0
ENSG00000216902.3	0.0
ENSG00000265875.1	0.0
ENSG00000237666.2	0.0
ENSG00000161896.9	10.57083947259328
ENSG00000254672.1	0.0
ENSG00000143033.16	15.551757387103502
ENSG00000256150.1	0.0
ENSG00000106410.13	0.0
ENSG00000259956.1	17.83705150204141
ENSG00000150773.9	14.05752831794019
ENSG00000227958.1	0.0
ENSG00000267083.1	11.106010452719772
ENSG00000274335.1	0.0
ENSG00000259847.1	11.972056161053455
ENSG00000226668.4	0.0
ENSG00000268140.1	9.412002812887259
ENSG00000278987.1	12.941141007932696
ENSG00000250006.2	0.0
ENSG00000236313.1	12.867176525298328
ENSG00000273085.1	0.0
ENSG00000260729.1	0.0
ENSG00000205362.9	0.0
ENSG00000245667.2	0.0
ENSG00000203818.6	0.0
ENSG00000258517.1	0.0
ENSG00000254768.4	0.0
ENSG00000202050.1	0.0
ENSG00000259799.1	0.0
ENSG00000230533.1	0.0
ENSG00000196296.12	10.985246821374252
ENSG00000270457.1	0.0
ENSG00000230481.2	0.0
ENSG00000252861.1	0.0
ENSG00000231952.3	11.932099841036619
ENSG00000280956.1	0.0
ENSG00000205331.5	0.0
ENSG00000279123.1	9.971110267071014
ENSG00000206791.1	0.0
ENSG00000109805.8	15.553412044782974
ENSG00000211978.2	13.827921008026996
ENSG00000212039.1	0.0
ENSG00000203780.9	15.956558948658438
ENSG00000111641.9	17.17483204643037
ENSG00000221923.7	14.046248303773872
ENSG00000163975.10	15.95551409623975
ENSG00000239893.1	0.0
ENSG00000127329.13	15.541363547636918
ENSG00000257815.4	14.81327453042364
ENSG00000262358.1	0.0
ENSG00000250594.2	0.0
ENSG00000077044.8	15.838822981410917
ENSG00000263570.1	0.0
ENSG00000143183.15	19.945792476837834
ENSG00000229941.4	0.0
ENSG00000279455.1	0.0
ENSG00000108774.13	20.341199462113934
ENSG00000125522.3	0.0
ENSG00000183696.12	15.467184800312852
ENSG00000273826.1	0.0
ENSG00000228318.3	11.645687561721498
ENSG00000275261.1	0.0
ENSG00000212025.3	0.0
ENSG00000279874.1	0.0
ENSG00000269680.1	0.0
ENSG00000279859.1	0.0
ENSG00000222129.1	0.0
ENSG00000225758.1	0.0
ENSG00000269113.3	14.033709056841047
ENSG00000231302.1	0.0
ENSG00000268442.1	0.0
ENSG00000244031.3	9.847226760726148
ENSG00000281158.1	0.0
ENSG00000268957.1	0.0
ENSG00000231392.1	0.0
ENSG00000166126.9	0.0
ENSG00000276289.3	0.0
ENSG00000129451.10	0.0
ENSG00000260000.2	13.524403702851998
ENSG00000254312.1	0.0
ENSG00000259981.1	0.0
ENSG00000117139.15	18.435453912032443
ENSG00000244025.3	0.0
ENSG00000001460.16	14.305278101906701
ENSG00000241057.1	9.257496718340567
ENSG00000135723.12	16.536680932868943
ENSG00000080031.8	13.195665846818668
ENSG00000168300.12	18.310955432671268
ENSG00000234206.4	0.0
ENSG00000196772.3	0.0
ENSG00000255531.1	0.0
ENSG00000200693.2	0.0
ENSG00000268947.1	9.460794553090933
ENSG00000231982.1	14.888510711580192
ENSG00000145451.11	13.504288419519407
ENSG00000250420.7	0.0
ENSG00000227097.5	24.141514739176948
ENSG00000236764.4	0.0
ENSG00000106125.14	9.778221448508182
ENSG00000076984.16	17.165608801705606
ENSG00000234595.1	0.0
ENSG00000232360.1	0.0
ENSG00000271824.1	0.0
ENSG00000218018.2	0.0
ENSG00000133624.12	13.725358584578268
ENSG00000253801.2	0.0
ENSG00000209082.1	17.30608349165944
ENSG00000125843.9	16.130768619109414
ENSG00000155974.10	15.107790932758418
ENSG00000243664.1	0.0
ENSG00000105053.9	15.806027405323658
ENSG00000235976.2	0.0
ENSG00000267717.1	0.0
ENSG00000232002.1	0.0
ENSG00000221539.1	0.0
ENSG00000279064.1	0.0
ENSG00000254920.1	0.0
ENSG00000231378.1	0.0
ENSG00000257323.1	0.0
ENSG00000257364.1	0.0
ENSG00000260286.2	0.0
ENSG00000117394.18	18.3608500573952
ENSG00000226235.1	0.0
ENSG00000261654.1	8.489277649891845
ENSG00000125084.10	0.0
ENSG00000264799.1	0.0
ENSG00000263834.1	16.14366961725919
ENSG00000251615.3	16.00084093137529
ENSG00000254227.1	0.0
ENSG00000259443.1	0.0
ENSG00000241537.1	0.0
ENSG00000030304.11	0.0
ENSG00000172288.7	0.0
ENSG00000270369.1	0.0
ENSG00000258678.1	0.0
ENSG00000233469.1	13.069664751558314
ENSG00000238211.1	0.0
ENSG00000220256.3	0.0
ENSG00000212497.1	0.0
ENSG00000280799.1	0.0
ENSG00000261840.2	14.282595904292917
ENSG00000234769.7	14.071316491280667
ENSG00000252705.1	0.0
ENSG00000199812.1	0.0
ENSG00000164266.9	0.0
ENSG00000261399.1	0.0
ENSG00000258467.1	0.0
ENSG00000241815.1	0.0
ENSG00000187135.7	0.0
ENSG00000206344.6	0.0
ENSG00000274491.1	0.0
ENSG00000240877.3	0.0
ENSG00000278126.1	14.02926251580656
ENSG00000253713.1	0.0
ENSG00000278981.1	10.372594288695685
ENSG00000214929.3	0.0
ENSG00000248548.1	9.038665310091126
ENSG00000168237.16	14.631969289572655
ENSG00000009724.15	11.394379944206865
ENSG00000237424.1	13.580916178796256
ENSG00000228045.1	0.0
ENSG00000177519.3	0.0
ENSG00000263392.1	0.0
ENSG00000105048.15	21.51366887817914
ENSG00000280106.1	13.650795789685512
ENSG00000228360.1	13.929197617745269
ENSG00000228166.1	0.0
ENSG00000260414.1	0.0
ENSG00000198888.2	26.397775871109832
ENSG00000143224.16	16.015932587308196
ENSG00000280483.1	0.0
ENSG00000242524.1	0.0
ENSG00000236878.1	0.0
ENSG00000206047.2	0.0
ENSG00000231496.1	0.0
ENSG00000258743.4	0.0
ENSG00000049239.11	17.65991206968053
ENSG00000089902.9	17.15953526382242
ENSG00000178075.18	14.398294761071377
ENSG00000227964.1	0.0
ENSG00000261733.1	0.0
ENSG00000223316.1	0.0
ENSG00000108443.12	17.067690098179835
ENSG00000269921.1	13.570350134344334
ENSG00000272734.1	14.652129083291303
ENSG00000106571.11	17.660317834240697
ENSG00000263631.1	0.0
ENSG00000228316.1	0.0
ENSG00000229406.1	0.0
ENSG00000226824.5	15.128615450246137
ENSG00000221523.1	0.0
ENSG00000152049.6	19.699404622533677
ENSG00000230707.1	0.0
ENSG00000266563.1	13.162185612310846
ENSG00000123364.4	16.490269639053384
ENSG00000225082.2	0.0
ENSG00000255153.1	15.064344294484302
ENSG00000261663.1	14.580325014444183
ENSG00000196227.9	15.91491998937197
ENSG00000249996.1	12.315856470006693
ENSG00000248842.1	0.0
ENSG00000230080.2	11.795588869222422
ENSG00000253829.1	0.0
ENSG00000072694.17	14.67580037121723
ENSG00000188186.9	19.354323186229834
ENSG00000175309.13	15.707856529719713
ENSG00000212211.2	0.0
ENSG00000275592.1	0.0
ENSG00000248935.1	0.0
ENSG00000150477.13	13.806653971653082
ENSG00000231203.1	13.408145571498725
ENSG00000236489.1	0.0
ENSG00000238731.1	0.0
ENSG00000011052.20	13.755209880786158
ENSG00000236690.2	0.0
ENSG00000181649.5	17.55370556305456
ENSG00000110395.4	15.697218478580195
ENSG00000223922.1	12.36142094463889
ENSG00000254425.1	0.0
ENSG00000276499.1	0.0
ENSG00000107018.7	0.0
ENSG00000248480.1	0.0
ENSG00000254174.1	0.0
ENSG00000239679.3	0.0
ENSG00000228790.1	0.0
ENSG00000260799.1	0.0
ENSG00000128973.10	18.202790581467713
ENSG00000100842.11	16.71478016300413
ENSG00000234363.1	0.0
ENSGR0000167393.15	0.0
ENSG00000266246.1	0.0
ENSG00000223905.1	0.0
ENSG00000116285.11	17.01599756961181
ENSG00000244756.1	11.278086494921203
ENSG00000167880.6	17.244383604220417
ENSG00000265948.1	0.0
ENSG00000270930.1	14.36906474397878
ENSG00000279273.1	0.0
ENSG00000139656.6	0.0
ENSG00000232140.1	0.0
ENSG00000254418.1	0.0
ENSG00000104998.3	15.981186006201765
ENSG00000278530.3	10.665730068440489
ENSG00000279952.1	0.0
ENSG00000230806.1	0.0
ENSG00000082068.7	15.80585220486794
ENSG00000258064.1	0.0
ENSG00000186723.3	0.0
ENSG00000137948.17	0.0
ENSG00000222805.1	0.0
ENSG00000165312.6	17.045623707894144
ENSG00000235204.1	0.0
ENSG00000136319.10	15.148401501294268
ENSG00000249915.6	16.905450071879816
ENSG00000232167.1	0.0
ENSG00000277073.1	0.0
ENSG00000244657.1	0.0
ENSG00000241231.1	0.0
ENSG00000255774.1	16.711802465633973
ENSG00000181991.14	17.183328111094404
ENSG00000226544.4	0.0
ENSG00000201920.1	0.0
ENSG00000079819.15	17.60278774227565
ENSG00000234460.1	0.0
ENSG00000044524.9	13.550569633364944
ENSG00000213753.9	17.34487242728659
ENSG00000197927.11	15.961351382788257
ENSG00000221725.1	0.0
ENSG00000251359.4	11.163318126235392
ENSG00000254146.1	0.0
ENSG00000253346.1	0.0
ENSG00000211452.9	16.96731565391975
ENSG00000143793.11	16.682980645665936
ENSG00000134333.12	21.911206558952838
ENSG00000275212.1	0.0
ENSG00000244544.2	0.0
ENSG00000277250.1	0.0
ENSG00000143184.4	0.0
ENSG00000266392.1	0.0
ENSG00000261798.1	0.0
ENSG00000114062.16	18.24618127532177
ENSG00000119772.15	15.435410335891032
ENSG00000213509.4	0.0
ENSG00000271821.1	0.0
ENSG00000229642.1	0.0
ENSG00000138735.14	14.487233019115587
ENSG00000251838.1	0.0
ENSG00000265727.2	0.0
ENSG00000275491.1	12.050309901646967
ENSG00000252130.1	0.0
ENSG00000279013.1	0.0
ENSG00000131845.13	16.390951340226067
ENSG00000280186.1	0.0
ENSG00000259631.1	0.0
ENSG00000182220.12	21.223121589551816
ENSG00000241757.3	0.0
ENSG00000253153.1	11.53802259444837
ENSG00000166896.6	17.276989044572993
ENSG00000167676.3	16.132105426560095
ENSG00000280007.1	9.833453685379967
ENSG00000232177.1	15.569352414466403
ENSG00000275944.1	0.0
ENSG00000201683.1	0.0
ENSG00000185839.3	13.339045214537979
ENSG00000233290.1	0.0
ENSG00000223608.1	0.0
ENSG00000231261.1	12.397849244881385
ENSG00000228696.7	11.212707989405887
ENSG00000229456.1	0.0
ENSG00000281222.1	0.0
ENSG00000213187.3	9.832464831495408
ENSG00000207176.1	0.0
ENSG00000199077.2	0.0
ENSG00000102007.9	21.695061507332888
ENSG00000242411.2	10.195995442332656
ENSG00000118094.10	9.39881362551152
ENSG00000270507.1	0.0
ENSG00000048162.18	16.706102961720934
ENSG00000146535.12	17.994179142316696
ENSG00000135547.7	14.94585277469941
ENSG00000168306.11	18.187164722138775
ENSG00000280341.1	0.0
ENSG00000064102.13	17.412073556737287
ENSG00000148426.11	15.350121979629218
ENSG00000115685.13	18.282271650539858
ENSG00000249916.1	0.0
ENSG00000271200.1	0.0
ENSG00000276669.1	0.0
ENSG00000228404.1	0.0
ENSG00000253538.1	0.0
ENSG00000275859.1	0.0
ENSG00000249309.1	0.0
ENSG00000167332.7	12.86667417393889
ENSG00000255236.2	0.0
ENSG00000235382.1	0.0
ENSG00000130649.8	12.345019644766039
ENSG00000100029.16	18.759641494872422
ENSG00000248574.1	0.0
ENSG00000274160.1	0.0
ENSG00000259248.4	13.238922281862557
ENSG00000211685.3	12.984901661401041
ENSG00000268620.1	0.0
ENSG00000207620.1	0.0
ENSG00000255508.6	14.303710780307952
ENSG00000119471.13	18.05600536701054
ENSG00000252540.1	0.0
ENSG00000229086.3	0.0
ENSG00000228929.1	16.290151048350182
ENSG00000264054.1	0.0
ENSG00000231061.1	0.0
ENSG00000172345.12	13.957032957775196
ENSG00000224650.2	13.250361805939853
ENSG00000236461.1	0.0
ENSG00000132300.17	16.32114274169734
ENSG00000229107.2	11.204867769932212
ENSG00000211779.3	0.0
ENSG00000175894.13	0.0
ENSG00000213777.5	0.0
ENSG00000223985.1	0.0
ENSG00000100197.19	13.747686029209216
ENSG00000162076.11	19.3123579993995
ENSG00000182667.13	17.33713771272012
ENSG00000250813.1	0.0
ENSG00000274010.1	0.0
ENSG00000260933.1	0.0
ENSG00000197919.4	0.0
ENSG00000263878.1	0.0
ENSG00000226806.1	12.832918341484552
ENSG00000255460.1	0.0
ENSG00000267567.1	0.0
ENSG00000250694.1	0.0
ENSG00000242976.3	0.0
ENSG00000225675.2	0.0
ENSG00000249741.2	0.0
ENSG00000206617.1	0.0
ENSG00000207249.1	0.0
ENSG00000266586.1	0.0
ENSG00000264212.1	0.0
ENSG00000204519.9	13.15327439472647
ENSG00000201699.1	0.0
ENSG00000229117.7	22.757909772250482
ENSG00000225716.1	0.0
ENSG00000251810.1	0.0
ENSG00000057149.13	0.0
ENSG00000200034.1	0.0
ENSG00000277746.1	0.0
ENSG00000100628.10	13.687490587640534
ENSG00000251919.1	0.0
ENSG00000243250.1	0.0
ENSG00000272461.1	0.0
ENSG00000158481.11	13.484283270890133
ENSG00000243543.7	14.625485818684206
ENSG00000271419.1	0.0
ENSG00000270863.1	0.0
ENSG00000173272.12	18.458320109641846
ENSG00000207546.1	0.0
ENSG00000214295.4	0.0
ENSG00000075914.11	17.32621269087598
ENSG00000222346.1	0.0
ENSG00000221118.1	0.0
ENSG00000254814.1	0.0
ENSG00000225455.3	0.0
ENSG00000197444.8	0.0
ENSG00000233376.1	0.0
ENSG00000168811.5	13.945021575984452
ENSG00000254081.1	0.0
ENSG00000137440.4	0.0
ENSG00000249908.2	0.0
ENSG00000240626.3	0.0
ENSG00000222472.1	0.0
ENSG00000158483.14	14.829124839343715
ENSG00000212961.4	10.713580216969607
ENSG00000132031.11	20.643340512282105
ENSG00000275894.1	0.0
ENSG00000232806.1	0.0
ENSG00000165195.12	15.010967176314708
ENSG00000254411.1	0.0
ENSG00000265737.1	0.0
ENSG00000249184.1	0.0
ENSG00000070444.13	15.737564408798189
ENSG00000260694.1	0.0
ENSG00000265457.1	0.0
ENSG00000236998.2	0.0
ENSG00000066697.13	16.66863242898176
ENSG00000236317.1	0.0
ENSG00000265574.1	10.441441043218557
ENSG00000226053.1	0.0
ENSG00000237390.1	0.0
ENSG00000182613.1	0.0
ENSG00000083444.15	19.860569919956074
ENSG00000247775.2	0.0
ENSG00000196748.8	16.300944194239847
ENSG00000235444.2	0.0
ENSG00000200883.1	0.0
ENSG00000246526.2	0.0
ENSG00000236674.1	10.042593975827986
ENSG00000199910.1	0.0
ENSG00000253026.1	0.0
ENSG00000259042.2	0.0
ENSG00000007312.11	13.979740779899656
ENSG00000273720.1	0.0
ENSG00000202440.1	0.0
ENSG00000145982.10	17.02974211033723
ENSG00000274979.1	0.0
ENSG00000181381.12	15.126017337595348
ENSG00000277506.1	0.0
ENSG00000112303.12	11.992183405151238
ENSG00000214193.8	16.088285929023577
ENSG00000212314.2	0.0
ENSG00000227335.1	0.0
ENSG00000232987.1	0.0
ENSG00000239911.2	14.936266415510511
ENSG00000241098.1	0.0
ENSG00000142552.6	20.65776000157586
ENSG00000149923.12	19.82545643665485
ENSG00000235141.1	0.0
ENSG00000278977.1	0.0
ENSG00000226431.1	0.0
ENSG00000207972.1	0.0
ENSG00000188385.10	10.362580035135862
ENSG00000231434.1	12.825577374988132
ENSG00000279410.1	0.0
ENSG00000272079.2	13.945400460709882
ENSG00000149925.15	23.38401012944346
ENSG00000254222.1	0.0
ENSG00000271321.1	0.0
ENSG00000144959.8	16.319514706438984
ENSG00000139613.10	17.99913353319875
ENSG00000111783.11	0.0
ENSG00000197893.12	10.135830341028814
ENSG00000223864.1	9.973133086591549
ENSG00000277539.1	0.0
ENSG00000117602.10	15.393251377874783
ENSG00000207257.1	0.0
ENSG00000054983.15	17.192626170283884
ENSG00000173276.12	16.18477325551146
ENSG00000265144.1	0.0
ENSG00000163376.10	11.32600198685046
ENSG00000207944.1	0.0
ENSG00000112200.15	15.440415018660785
ENSG00000223634.1	0.0
ENSG00000231597.1	0.0
ENSG00000267206.4	12.819988797928563
ENSG00000108590.9	16.694613124081812
ENSG00000101236.15	17.143647894611245
ENSG00000099385.10	19.083737827498087
ENSG00000201263.1	0.0
ENSG00000250990.1	13.877670680172008
ENSG00000113360.15	17.479711452376264
ENSG00000264874.1	0.0
ENSG00000207963.1	0.0
ENSG00000161904.10	16.892348584560814
ENSG00000186265.8	0.0
ENSG00000266715.1	0.0
ENSG00000200313.1	0.0
ENSG00000231738.9	0.0
ENSG00000211679.2	18.13484522018206
ENSG00000276699.1	0.0
ENSG00000170325.13	14.887981853345934
ENSG00000261504.1	0.0
ENSG00000199767.1	0.0
ENSG00000278761.1	0.0
ENSG00000232386.8	12.376727019348248
ENSG00000277770.1	0.0
ENSG00000230107.1	0.0
ENSG00000267714.1	0.0
ENSG00000156467.8	19.45764284991369
ENSG00000212144.1	0.0
ENSG00000264720.2	0.0
ENSG00000165716.8	16.101853950692544
ENSG00000230248.1	0.0
ENSG00000224870.5	17.222187798493046
ENSG00000204308.7	19.748140056654865
ENSG00000169856.8	0.0
ENSG00000272130.1	0.0
ENSGR0000223773.5	0.0
ENSG00000207548.2	0.0
ENSG00000183206.15	8.239916763203713
ENSG00000265802.2	0.0
ENSG00000268830.1	0.0
ENSG00000266631.1	0.0
ENSG00000260281.4	0.0
ENSG00000173093.11	0.0
ENSG00000132964.10	16.016285876888716
ENSG00000233378.1	0.0
ENSG00000232464.1	0.0
ENSG00000280903.1	0.0
ENSG00000234740.1	14.933354287821118
ENSG00000231603.1	0.0
ENSG00000281532.1	0.0
ENSG00000183570.15	10.880873376695277
ENSG00000101680.12	13.554050014047172
ENSG00000223200.1	0.0
ENSG00000177257.2	0.0
ENSG00000187325.4	18.9279040905085
ENSG00000173846.11	17.342978044927168
ENSG00000149927.16	13.045823300654193
ENSG00000261279.4	0.0
ENSG00000168303.6	16.080035042942114
ENSG00000242559.3	0.0
ENSG00000204022.8	0.0
ENSG00000111785.17	15.524752282664192
ENSG00000211866.1	0.0
ENSG00000213128.3	13.377892444246996
ENSG00000124900.11	0.0
ENSG00000200303.1	0.0
ENSG00000126562.15	16.663708412638375
ENSG00000201501.1	0.0
ENSG00000240870.2	10.283681361307105
ENSG00000256098.1	0.0
ENSG00000113441.14	17.29591924899095
ENSG00000256195.2	0.0
ENSG00000265655.1	0.0
ENSG00000203356.2	0.0
ENSG00000251236.1	0.0
ENSG00000266908.1	0.0
ENSG00000251377.1	0.0
ENSG00000179165.10	8.41001890746697
ENSG00000201065.1	0.0
ENSG00000082515.15	16.433409149712055
ENSG00000257198.5	0.0
ENSG00000221010.2	0.0
ENSG00000242104.3	0.0
ENSG00000276584.1	0.0
ENSG00000214027.3	12.70887810438823
ENSG00000278060.1	0.0
ENSG00000219951.4	11.075959363013265
ENSG00000130287.12	9.695745448500185
ENSG00000256657.1	0.0
ENSG00000271288.1	0.0
ENSG00000234275.1	0.0
ENSG00000223761.1	0.0
ENSG00000222990.1	0.0
ENSG00000269444.1	0.0
ENSG00000254075.1	0.0
ENSG00000206759.1	0.0
