sample	Chrom	Start	End	value
TCGA-ZH-A8Y6-01A	19	283868	58370362	0.0058
TCGA-ZH-A8Y6-01A	20	472817	63588502	-0.0033
TCGA-ZH-A8Y6-01A	21	13974127	46262057	0.0021
TCGA-ZH-A8Y6-01A	22	16934932	32264716	-0.0058
TCGA-ZH-A8Y6-01A	22	32268186	32269397	-1.4324
TCGA-ZH-A8Y6-01A	22	32269459	48940621	-0.0005
TCGA-ZH-A8Y6-01A	X	3236359	23668906	-0.006999999999999999
TCGA-ZH-A8Y6-01A	X	23669431	25379790	0.523
TCGA-ZH-A8Y6-01A	X	25383430	56765278	-0.0057
TCGA-ZH-A8Y6-01A	X	56781150	56787154	-0.8368
TCGA-ZH-A8Y6-01A	X	56787668	155677414	-0.0044
TCGA-W5-AA36-01A	1	3301765	28804930	-0.6771
TCGA-W5-AA36-01A	1	28808169	43657520	0.0934
TCGA-W5-AA36-01A	1	43660078	57900322	-0.6521
TCGA-W5-AA36-01A	1	57903887	89869248	0.1234
TCGA-W5-AA36-01A	1	89873488	89884590	-0.7699
TCGA-W5-AA36-01A	1	89885277	92221736	0.1151
TCGA-W5-AA36-01A	1	92224486	97947646	-0.643
TCGA-W5-AA36-01A	1	97951890	155146632	0.1185
TCGA-W5-AA36-01A	1	155147536	155440466	0.5517
TCGA-W5-AA36-01A	1	155440554	196386288	0.1186
TCGA-W5-AA36-01A	1	196386394	199820140	0.1638
TCGA-W5-AA36-01A	1	199820305	247650984	0.1172
TCGA-W5-AA36-01A	2	480597	4192716	0.085
TCGA-W5-AA36-01A	2	4194793	4195280	-0.5556
TCGA-W5-AA36-01A	2	4196876	11683311	0.1111
TCGA-W5-AA36-01A	2	11684822	11705333	-0.7938
TCGA-W5-AA36-01A	2	11708670	27893656	0.1144
TCGA-W5-AA36-01A	2	27900027	28312194	-0.6246
TCGA-W5-AA36-01A	2	28312835	29320082	0.1166
TCGA-W5-AA36-01A	2	29322329	29404995	-0.6477
TCGA-W5-AA36-01A	2	29405330	82591536	0.1104
TCGA-W5-AA36-01A	2	82592760	84026734	-0.6506
TCGA-W5-AA36-01A	2	84030343	84947942	0.1504
TCGA-W5-AA36-01A	2	84952115	136744828	0.1056
TCGA-W5-AA36-01A	2	136744842	149077408	0.1273
TCGA-W5-AA36-01A	2	149077586	149077730	-1.368
TCGA-W5-AA36-01A	2	149077773	180677328	0.1294
TCGA-W5-AA36-01A	2	180678205	180711567	-0.6617
TCGA-W5-AA36-01A	2	180716673	186304974	0.1248
TCGA-W5-AA36-01A	2	186306989	186410598	-0.7146
TCGA-W5-AA36-01A	2	186411682	197281171	0.1307
TCGA-W5-AA36-01A	2	197379025	197604243	-0.5738
TCGA-W5-AA36-01A	2	197606447	241537572	0.1167
TCGA-W5-AA36-01A	3	2170634	101155446	-0.6431
TCGA-W5-AA36-01A	3	101157499	101168675	-2.5521
TCGA-W5-AA36-01A	3	101170308	118700077	-0.6178
TCGA-W5-AA36-01A	3	118700101	118706699	-2.1439
TCGA-W5-AA36-01A	3	118713800	131836010	-0.6389
TCGA-W5-AA36-01A	3	131843471	131845897	-2.6435
TCGA-W5-AA36-01A	3	131846025	136012472	-0.6521
TCGA-W5-AA36-01A	3	136014371	197812401	0.1417
TCGA-W5-AA36-01A	4	1059384	60978664	0.12300000000000001
TCGA-W5-AA36-01A	4	60980660	124538250	0.1398
TCGA-W5-AA36-01A	4	124539196	124541780	-1.4349
TCGA-W5-AA36-01A	4	124541870	144983475	0.1385
TCGA-W5-AA36-01A	4	144992689	148234066	-0.6444
TCGA-W5-AA36-01A	4	148234218	148234776	-3.1412
TCGA-W5-AA36-01A	4	148235133	157894053	-0.6323
TCGA-W5-AA36-01A	4	157895895	173610423	0.1338
TCGA-W5-AA36-01A	4	173613131	173627665	-0.6375
TCGA-W5-AA36-01A	4	173628026	175674047	0.1338
TCGA-W5-AA36-01A	4	175677825	181157671	-0.6559
TCGA-W5-AA36-01A	4	181157743	187842528	0.1287
TCGA-W5-AA36-01A	5	913983	32725425	0.1092
TCGA-W5-AA36-01A	5	32725659	168116287	0.1197
TCGA-W5-AA36-01A	5	168116339	180934240	0.1038
TCGA-W5-AA36-01A	6	1011760	20837345	0.5799
TCGA-W5-AA36-01A	6	20843920	21228372	-0.6524
TCGA-W5-AA36-01A	6	21230605	21942355	0.5514
TCGA-W5-AA36-01A	6	21944352	21968319	0.07200000000000001
TCGA-W5-AA36-01A	6	21970676	46690119	0.5809
TCGA-W5-AA36-01A	6	46690471	47201196	-0.6484
TCGA-W5-AA36-01A	6	47203935	74933135	0.1292
TCGA-W5-AA36-01A	6	74937583	80529581	-0.654
TCGA-W5-AA36-01A	6	80530422	147718119	-0.6342
TCGA-W5-AA36-01A	6	147718536	157613978	-0.6598
TCGA-W5-AA36-01A	6	157619937	157648483	-1.4697
TCGA-W5-AA36-01A	6	157648969	170596889	-0.6685
TCGA-W5-AA36-01A	7	664936	3057053	0.1281
TCGA-W5-AA36-01A	7	3057477	6359093	0.0836
TCGA-W5-AA36-01A	7	6361133	23464176	0.1291
TCGA-W5-AA36-01A	7	23466324	23466386	-1.0672
TCGA-W5-AA36-01A	7	23476529	26280903	0.1346
TCGA-W5-AA36-01A	7	26290188	26304297	-0.7522
TCGA-W5-AA36-01A	7	26320974	34592098	0.1308
TCGA-W5-AA36-01A	7	34595013	35060281	-0.6095
TCGA-W5-AA36-01A	7	35074781	36158938	0.1224
TCGA-W5-AA36-01A	7	36159561	36365408	-0.6668
TCGA-W5-AA36-01A	7	36369382	53599752	0.1201
TCGA-W5-AA36-01A	7	53601758	53626279	-0.7255
TCGA-W5-AA36-01A	7	53627068	55583659	0.1283
TCGA-W5-AA36-01A	7	55588093	66673298	0.0656
TCGA-W5-AA36-01A	7	66680876	66790693	-0.5795
TCGA-W5-AA36-01A	7	66791212	76295541	0.0804
TCGA-W5-AA36-01A	7	76295780	108189416	0.1242
TCGA-W5-AA36-01A	7	108190233	108238375	-0.6244
TCGA-W5-AA36-01A	7	108243255	117572625	0.1337
TCGA-W5-AA36-01A	7	117577933	117614473	-0.4998
TCGA-W5-AA36-01A	7	117619892	127065472	0.1262
TCGA-W5-AA36-01A	7	127066835	128132287	-0.6275
TCGA-W5-AA36-01A	7	128139075	135130239	0.1257
TCGA-W5-AA36-01A	7	135135963	135142297	-0.6543
TCGA-W5-AA36-01A	7	135145307	142379139	0.1254
TCGA-W5-AA36-01A	7	142450035	144456786	-0.6299
TCGA-W5-AA36-01A	7	144462265	147043485	0.1303
TCGA-W5-AA36-01A	7	147043950	150509952	-0.6637
TCGA-W5-AA36-01A	7	150515546	150855785	0.1263
TCGA-W5-AA36-01A	7	150877476	151384974	-0.6422
TCGA-W5-AA36-01A	7	151388510	152123748	0.1388
TCGA-W5-AA36-01A	7	152128500	152424876	-0.58
TCGA-W5-AA36-01A	7	152429819	153236156	0.0894
TCGA-W5-AA36-01A	7	154067655	157136882	-0.6811
TCGA-W5-AA36-01A	7	157138352	158592540	0.098
TCGA-W5-AA36-01A	8	667625	47852498	0.1032
TCGA-W5-AA36-01A	8	47853532	47883104	0.5871
TCGA-W5-AA36-01A	8	47884731	101484440	0.1133
TCGA-W5-AA36-01A	8	101485880	101794986	-0.6927
TCGA-W5-AA36-01A	8	101798363	144182542	0.1144
TCGA-W5-AA36-01A	9	789794	14088695	0.1119
TCGA-W5-AA36-01A	9	14088790	14297955	-0.6897
TCGA-W5-AA36-01A	9	14299373	21899356	0.1062
TCGA-W5-AA36-01A	9	21900125	21936240	-0.6678
TCGA-W5-AA36-01A	9	21944288	22082582	-2.7199
TCGA-W5-AA36-01A	9	22086841	22130516	-0.5686
TCGA-W5-AA36-01A	9	22131826	34178036	0.1135
TCGA-W5-AA36-01A	9	34197252	34365359	-0.5861
TCGA-W5-AA36-01A	9	34368099	37033162	0.1026
TCGA-W5-AA36-01A	9	37033364	37034620	-1.5846
TCGA-W5-AA36-01A	9	37034672	138044505	0.1065
TCGA-W5-AA36-01A	10	366509	12127513	0.1212
TCGA-W5-AA36-01A	10	12134998	44398564	0.1047
TCGA-W5-AA36-01A	10	44398790	59639206	0.135
TCGA-W5-AA36-01A	10	59641212	62882046	0.1673
TCGA-W5-AA36-01A	10	62882439	133411599	0.1269
TCGA-W5-AA36-01A	11	456012	134272740	0.1079
TCGA-W5-AA36-01A	12	780472	873399	-2.261
TCGA-W5-AA36-01A	12	876465	20370817	-0.6497
TCGA-W5-AA36-01A	12	20376412	106665213	0.1096
TCGA-W5-AA36-01A	12	106665484	131085736	0.0801
TCGA-W5-AA36-01A	12	131085890	132605822	0.1233
TCGA-W5-AA36-01A	13	18874255	36927158	0.1034
TCGA-W5-AA36-01A	13	36927787	103623270	0.1232
TCGA-W5-AA36-01A	13	103627130	103687438	-0.6416
TCGA-W5-AA36-01A	13	103687618	114226675	0.122
TCGA-W5-AA36-01A	14	20033191	50565653	-0.6466
TCGA-W5-AA36-01A	14	50571473	50611818	-1.7046
TCGA-W5-AA36-01A	14	50616876	51718266	-3.2938
TCGA-W5-AA36-01A	14	51718421	51723023	-1.946
TCGA-W5-AA36-01A	14	51725822	85237665	-0.6459999999999999
TCGA-W5-AA36-01A	14	85240319	85258998	0.1708
TCGA-W5-AA36-01A	14	85266658	105533894	-0.6649
TCGA-W5-AA36-01A	15	23437561	58806157	0.1071
TCGA-W5-AA36-01A	15	58809387	58922017	-0.6179
TCGA-W5-AA36-01A	15	58928195	95484125	0.1086
TCGA-W5-AA36-01A	15	95487297	95488331	-1.015
TCGA-W5-AA36-01A	15	95491373	101344124	0.0976
TCGA-W5-AA36-01A	16	603333	50170518	0.0857
TCGA-W5-AA36-01A	16	50172719	50338988	-0.6916
TCGA-W5-AA36-01A	16	50339620	89317317	0.1032
TCGA-W5-AA36-01A	17	1074619	8304110	0.0971
TCGA-W5-AA36-01A	17	8304521	27994036	0.0741
TCGA-W5-AA36-01A	17	28000866	82959812	0.1067
TCGA-W5-AA36-01A	18	326691	28445384	0.1143
TCGA-W5-AA36-01A	18	28448904	28653953	-0.6578
TCGA-W5-AA36-01A	18	28654793	55956580	0.1173
TCGA-W5-AA36-01A	18	55958065	56002524	-0.5908
TCGA-W5-AA36-01A	18	56007189	79349796	0.1174
TCGA-W5-AA36-01A	19	283868	58370362	0.0853
TCGA-W5-AA36-01A	20	472817	16606585	0.1005
TCGA-W5-AA36-01A	20	16606602	22710511	0.0786
TCGA-W5-AA36-01A	20	22711370	25050668	0.1216
TCGA-W5-AA36-01A	20	25051325	63588502	0.0823
TCGA-W5-AA36-01A	21	13974127	46262057	0.1086
TCGA-W5-AA36-01A	22	16934932	48940621	0.0917
TCGA-W5-AA36-01A	X	3236359	6053821	-0.0539
TCGA-W5-AA36-01A	X	6054116	53660394	0.0202
TCGA-W5-AA36-01A	X	53663038	68200129	-0.0458
TCGA-W5-AA36-01A	X	68202206	71233489	0.0027
TCGA-W5-AA36-01A	X	71240153	71320233	-0.7811
TCGA-W5-AA36-01A	X	71320481	73037630	0.0125
TCGA-W5-AA36-01A	X	73046065	93216118	-0.0223
TCGA-W5-AA36-01A	X	93217076	155677414	0.0035
TCGA-ZH-A8Y5-01A	1	3301765	4672274	-0.8793
TCGA-ZH-A8Y5-01A	1	4673733	4674996	-4.6568
TCGA-ZH-A8Y5-01A	1	4675848	19064614	-0.8501
TCGA-ZH-A8Y5-01A	1	19064638	19067216	-4.112
TCGA-ZH-A8Y5-01A	1	19068984	21769211	-0.8526
TCGA-ZH-A8Y5-01A	1	21771173	22270203	-0.4973
TCGA-ZH-A8Y5-01A	1	22274179	115459429	-0.8705
TCGA-ZH-A8Y5-01A	1	115462907	146716041	0.9845
TCGA-ZH-A8Y5-01A	1	149906351	157300051	1.3669
TCGA-ZH-A8Y5-01A	1	157300721	157302724	-0.5924
TCGA-ZH-A8Y5-01A	1	157302880	169200702	1.3485
TCGA-ZH-A8Y5-01A	1	169201918	247650984	0.9862
TCGA-ZH-A8Y5-01A	2	480597	42739644	-0.8645
TCGA-ZH-A8Y5-01A	2	42743021	42751912	-4.3808
TCGA-ZH-A8Y5-01A	2	42753013	45206925	-0.8448
TCGA-ZH-A8Y5-01A	2	45210222	45210839	-2.5482
TCGA-ZH-A8Y5-01A	2	45211205	50636524	-0.8515
TCGA-ZH-A8Y5-01A	2	50965967	56367441	-0.0005
TCGA-ZH-A8Y5-01A	2	56367799	57360937	-0.8761
TCGA-ZH-A8Y5-01A	2	57362021	57398957	-0.0557
TCGA-ZH-A8Y5-01A	2	57399857	63280735	-0.8581
TCGA-ZH-A8Y5-01A	2	63283767	67637465	0.0055
TCGA-ZH-A8Y5-01A	2	67637780	67647502	0.5
TCGA-ZH-A8Y5-01A	2	67647985	67653807	-0.0555
TCGA-ZH-A8Y5-01A	2	67654064	69128739	0.5131
TCGA-ZH-A8Y5-01A	2	69130871	71846585	-0.8085
TCGA-ZH-A8Y5-01A	2	71848345	74873272	0.0228
TCGA-ZH-A8Y5-01A	2	74878547	229473134	0.0031
TCGA-ZH-A8Y5-01A	2	229475682	241537572	0.0322
TCGA-ZH-A8Y5-01A	3	2170634	77126333	-0.002
TCGA-ZH-A8Y5-01A	3	77131488	77169183	-0.8569
TCGA-ZH-A8Y5-01A	3	77171930	108877854	-0.0324
TCGA-ZH-A8Y5-01A	3	109300867	144139593	-0.0074
TCGA-ZH-A8Y5-01A	3	144141067	166177317	-0.0268
TCGA-ZH-A8Y5-01A	3	166181411	166183855	-1.6743
TCGA-ZH-A8Y5-01A	3	166184085	168406018	-0.024
TCGA-ZH-A8Y5-01A	3	168406291	176628308	-0.0525
TCGA-ZH-A8Y5-01A	3	176629867	197812401	-0.0127
TCGA-ZH-A8Y5-01A	4	1059384	8579099	0.0187
TCGA-ZH-A8Y5-01A	4	8579225	75374385	-0.024
TCGA-ZH-A8Y5-01A	4	75374738	75377455	-1.0507
TCGA-ZH-A8Y5-01A	4	75379898	79632231	-0.0099
TCGA-ZH-A8Y5-01A	4	79634210	79691502	-0.9221
TCGA-ZH-A8Y5-01A	4	79701615	116227519	-0.0182
TCGA-ZH-A8Y5-01A	4	116227740	119355161	-0.889
TCGA-ZH-A8Y5-01A	4	119356781	126459182	-0.0236
TCGA-ZH-A8Y5-01A	4	126462231	126467900	-1.9883
TCGA-ZH-A8Y5-01A	4	126468395	187842528	-0.0191
TCGA-ZH-A8Y5-01A	5	913983	18435993	-0.0159
TCGA-ZH-A8Y5-01A	5	18439296	29593644	-0.0548
TCGA-ZH-A8Y5-01A	5	29596303	110631962	-0.0201
TCGA-ZH-A8Y5-01A	5	110635960	110660911	-1.0827
TCGA-ZH-A8Y5-01A	5	110670841	180934240	-0.0053
TCGA-ZH-A8Y5-01A	6	1011760	45931284	-0.0044
TCGA-ZH-A8Y5-01A	6	45932086	71527462	-0.03
TCGA-ZH-A8Y5-01A	6	71530279	131611826	-0.8887
TCGA-ZH-A8Y5-01A	6	131619344	141943396	-0.0064
TCGA-ZH-A8Y5-01A	6	141955357	170596889	-0.9016
TCGA-ZH-A8Y5-01A	7	664936	6604033	0.0208
TCGA-ZH-A8Y5-01A	7	6610647	157927930	-0.0176
TCGA-ZH-A8Y5-01A	7	157928540	158592540	0.0474
TCGA-ZH-A8Y5-01A	8	667625	41570799	-0.0345
TCGA-ZH-A8Y5-01A	8	41574602	63113185	0.4372
TCGA-ZH-A8Y5-01A	8	63117200	65562771	1.0357
TCGA-ZH-A8Y5-01A	8	65563147	70040504	0.7808
TCGA-ZH-A8Y5-01A	8	70041692	70042599	-0.1158
TCGA-ZH-A8Y5-01A	8	70048926	76840768	0.7799
TCGA-ZH-A8Y5-01A	8	76843092	113561897	1.0497
TCGA-ZH-A8Y5-01A	8	113567382	113798137	1.0123
TCGA-ZH-A8Y5-01A	8	113799761	113804091	0.0883
TCGA-ZH-A8Y5-01A	8	113807966	126293536	1.0299
TCGA-ZH-A8Y5-01A	8	126293856	126298610	0.1149
TCGA-ZH-A8Y5-01A	8	126299419	137235428	1.0305
TCGA-ZH-A8Y5-01A	8	137240551	137240591	-0.43
TCGA-ZH-A8Y5-01A	8	137246956	139599511	1.0206
TCGA-ZH-A8Y5-01A	8	139600954	144182542	1.0778
TCGA-ZH-A8Y5-01A	9	789794	28586158	-0.0281
TCGA-ZH-A8Y5-01A	9	28981483	38752071	1.0027
TCGA-ZH-A8Y5-01A	9	68423153	68534313	-0.8567
TCGA-ZH-A8Y5-01A	9	68537322	123942550	-0.0165
TCGA-ZH-A8Y5-01A	9	123944399	137736582	0.0298
TCGA-ZH-A8Y5-01A	9	137737721	138044505	-0.0374
TCGA-ZH-A8Y5-01A	10	366509	26069845	0.4376
TCGA-ZH-A8Y5-01A	10	26071156	26072757	1.9785
TCGA-ZH-A8Y5-01A	10	26074506	26390619	0.4853
TCGA-ZH-A8Y5-01A	10	26390852	26402720	-0.8753
TCGA-ZH-A8Y5-01A	10	26404195	29104332	0.441
TCGA-ZH-A8Y5-01A	10	29105830	29111442	-4.4813
TCGA-ZH-A8Y5-01A	10	29111814	29123075	-1.9499
TCGA-ZH-A8Y5-01A	10	29130868	29490686	-0.8882
TCGA-ZH-A8Y5-01A	10	29491539	29492954	-3.4431
TCGA-ZH-A8Y5-01A	10	29502789	30189661	-0.897
TCGA-ZH-A8Y5-01A	10	30191503	38770824	-0.0658
TCGA-ZH-A8Y5-01A	10	38770869	58663435	0.3859
TCGA-ZH-A8Y5-01A	10	58667796	61851775	0.7504
TCGA-ZH-A8Y5-01A	10	61853005	69302910	0.7121
TCGA-ZH-A8Y5-01A	10	69303006	90557747	0.7508
TCGA-ZH-A8Y5-01A	10	90563085	98909057	0.4372
TCGA-ZH-A8Y5-01A	10	98912953	121481608	-0.053
TCGA-ZH-A8Y5-01A	10	121481679	122642349	0.4574
TCGA-ZH-A8Y5-01A	10	122655223	133411599	-0.0514
TCGA-ZH-A8Y5-01A	11	456012	60034629	-0.0278
TCGA-ZH-A8Y5-01A	11	60035447	76869666	0.0049
TCGA-ZH-A8Y5-01A	11	76870551	112272273	-0.0346
TCGA-ZH-A8Y5-01A	11	112277057	123737873	-0.0057
TCGA-ZH-A8Y5-01A	11	123737960	125077253	-0.0301
TCGA-ZH-A8Y5-01A	11	125077259	125078143	-2.2568
TCGA-ZH-A8Y5-01A	11	125079479	134272740	-0.0185
TCGA-ZH-A8Y5-01A	12	780472	11646407	1.0048
TCGA-ZH-A8Y5-01A	12	11650140	11650264	-0.1513
TCGA-ZH-A8Y5-01A	12	11659666	22355367	0.9936
TCGA-ZH-A8Y5-01A	12	22359452	47134025	-0.027000000000000003
TCGA-ZH-A8Y5-01A	12	47134590	58079671	0.0041
TCGA-ZH-A8Y5-01A	12	58079682	69854689	-0.0249
TCGA-ZH-A8Y5-01A	12	69865718	70883424	0.4778
TCGA-ZH-A8Y5-01A	12	70887994	70910797	-0.0498
TCGA-ZH-A8Y5-01A	12	70917326	71065496	0.5048
TCGA-ZH-A8Y5-01A	12	71066084	71070892	-0.0848
TCGA-ZH-A8Y5-01A	12	71073616	71139735	0.503
TCGA-ZH-A8Y5-01A	12	71140544	71153950	-0.0625
TCGA-ZH-A8Y5-01A	12	71164586	71184485	0.5123
TCGA-ZH-A8Y5-01A	12	71191963	72402982	-0.0325
TCGA-ZH-A8Y5-01A	12	72413025	72446042	-0.8814
TCGA-ZH-A8Y5-01A	12	72449191	72670984	-0.0397
TCGA-ZH-A8Y5-01A	12	72707335	72768206	0.3634
TCGA-ZH-A8Y5-01A	12	72786066	73009280	-0.0552
TCGA-ZH-A8Y5-01A	12	73009401	76433580	0.4633
TCGA-ZH-A8Y5-01A	12	76436304	77329129	-0.0279
TCGA-ZH-A8Y5-01A	12	77334945	79237102	0.4746
TCGA-ZH-A8Y5-01A	12	79240452	79534962	-0.012
TCGA-ZH-A8Y5-01A	12	79537290	79555696	0.5283
TCGA-ZH-A8Y5-01A	12	79556027	80458189	-0.0396
TCGA-ZH-A8Y5-01A	12	80459618	82060047	-0.8911
TCGA-ZH-A8Y5-01A	12	82063135	83466146	0.4621
TCGA-ZH-A8Y5-01A	12	83466227	84024368	-0.0157
TCGA-ZH-A8Y5-01A	12	84026928	85455631	-0.9169
TCGA-ZH-A8Y5-01A	12	85456790	85456829	-4.1058
TCGA-ZH-A8Y5-01A	12	85457724	120946060	-0.8681
TCGA-ZH-A8Y5-01A	12	120947333	123834712	-0.765
TCGA-ZH-A8Y5-01A	12	123835317	132605822	-0.8855
TCGA-ZH-A8Y5-01A	13	18874255	56126894	-0.0198
TCGA-ZH-A8Y5-01A	13	56130481	56208824	-0.857
TCGA-ZH-A8Y5-01A	13	56211941	64628017	-0.0223
TCGA-ZH-A8Y5-01A	13	64628609	94207009	-0.0348
TCGA-ZH-A8Y5-01A	13	94207251	114226675	-0.0125
TCGA-ZH-A8Y5-01A	14	20033191	25163995	-0.0068
TCGA-ZH-A8Y5-01A	14	25169125	26052971	0.4786
TCGA-ZH-A8Y5-01A	14	26056376	30482525	-0.039
TCGA-ZH-A8Y5-01A	14	30487652	32201977	0.4698
TCGA-ZH-A8Y5-01A	14	32205083	34147125	-0.0216
TCGA-ZH-A8Y5-01A	14	34156609	36721093	0.4605
TCGA-ZH-A8Y5-01A	14	36722987	36778467	-0.8905
TCGA-ZH-A8Y5-01A	14	36783121	40470194	0.4608
TCGA-ZH-A8Y5-01A	14	40471904	41068624	0.8135
TCGA-ZH-A8Y5-01A	14	41068990	44902841	0.4583
TCGA-ZH-A8Y5-01A	14	44906873	46225968	0.7933
TCGA-ZH-A8Y5-01A	14	46228735	46807093	0.4268
TCGA-ZH-A8Y5-01A	14	46810686	48257693	0.8054
TCGA-ZH-A8Y5-01A	14	48261306	54476673	0.4707
TCGA-ZH-A8Y5-01A	14	54481452	55467055	0.794
TCGA-ZH-A8Y5-01A	14	55467502	60462721	0.4664
TCGA-ZH-A8Y5-01A	14	60467254	63485151	-0.8844
TCGA-ZH-A8Y5-01A	14	63485715	75926620	-0.841
TCGA-ZH-A8Y5-01A	14	75933617	85087222	-0.8872
TCGA-ZH-A8Y5-01A	14	85087540	85240319	-4.2292
TCGA-ZH-A8Y5-01A	14	85246597	101025008	-0.8774
TCGA-ZH-A8Y5-01A	14	101025887	101026963	-3.6464
TCGA-ZH-A8Y5-01A	14	101027252	105533894	-0.8448
TCGA-ZH-A8Y5-01A	15	23437561	66888261	-0.017
TCGA-ZH-A8Y5-01A	15	66888518	66896240	-1.218
TCGA-ZH-A8Y5-01A	15	66900942	101344124	-0.0079
TCGA-ZH-A8Y5-01A	16	603333	59116567	-0.0068
TCGA-ZH-A8Y5-01A	16	59116751	65001030	-0.0471
TCGA-ZH-A8Y5-01A	16	65001376	65683719	-0.0212
TCGA-ZH-A8Y5-01A	16	65684596	71841945	0.0221
TCGA-ZH-A8Y5-01A	16	71843560	78238944	-0.0199
TCGA-ZH-A8Y5-01A	16	78239133	78246750	-1.4151
TCGA-ZH-A8Y5-01A	16	78249791	83571623	-0.0185
TCGA-ZH-A8Y5-01A	16	83572538	89317317	0.0228
TCGA-ZH-A8Y5-01A	17	1074619	8517697	0.0166
TCGA-ZH-A8Y5-01A	17	8518568	36634465	-0.0061
TCGA-ZH-A8Y5-01A	17	36634759	51715663	0.0206
TCGA-ZH-A8Y5-01A	17	51715686	71866834	-0.0201
TCGA-ZH-A8Y5-01A	17	71867578	82959812	0.0167
TCGA-ZH-A8Y5-01A	18	326691	10460167	-0.9051
TCGA-ZH-A8Y5-01A	18	10463471	79349796	0.4653
TCGA-ZH-A8Y5-01A	19	283868	19465514	0.0262
TCGA-ZH-A8Y5-01A	19	19467573	32771678	-0.0204
TCGA-ZH-A8Y5-01A	19	32775254	58370362	0.0117
